F1 	 F2 	 num_edges_between 	 s1 	 s2 	 s 	 s12 	 s12-s 
MZ22510644	MZ22511875	0	0.9474	1.0000	0.9730	0.9730	-0.0000	
MZ22501255	MZ22519233	0	0.9474	0.2488	0.5902	0.8018	-0.2116	
MZ22524066	MZ22514785	0	0.8333	0.5000	0.7727	0.7727	0.0000	
MZ22501800	MZ22501043	0	1.0000	0.3245	0.3748	0.6622	-0.2874	
MZ22514296	MZ22524996	0	0.8571	0.4286	0.7143	0.7143	0.0000	
MZ22514723	MZ22509337	0	0.9679	1.0000	0.9676	0.9835	-0.0159	
MZ22502601	MZ22529478	0	1.0000	0.5582	0.8027	0.9535	-0.1508	
MZ22513182	MZ22509759	0	0.6935	1.0000	0.7301	0.8511	-0.1210	
MZ22522507	MZ22525636	0	0.9412	0.8484	0.8079	0.9010	-0.0930	
MZ22527246	MZ22512234	0	0.9651	0.6458	0.7211	0.7669	-0.0458	
MZ22510742	MZ22528977	0	0.5953	-0.3333	0.4164	0.4560	-0.0396	
MZ22517448	MZ22506936	0	1.0000	0.2631	0.3794	0.6697	-0.2903	
MZ22521809	MZ22501500	0	0.7733	0.8349	0.7150	0.8060	-0.0910	
MZ22521450	MZ22518669	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22524973	MZ22518537	0	0.3132	0.5780	0.3283	0.5383	-0.2100	
MZ22513391	MZ22522460	0	0.8333	0.2140	0.5775	0.6269	-0.0494	
MZ22516585	MZ22512802	0	0.3537	0.8880	0.2989	0.6485	-0.3496	
MZ22510161	MZ22518463	0	1.0000	0.6444	0.6468	0.8444	-0.1976	
MZ22514457	MZ22510617	0	0.9926	1.0000	0.9924	0.9964	-0.0040	
MZ22529319	MZ22505055	0	0.0000	0.4870	0.3109	0.4059	-0.0950	
MZ22526454	MZ22526266	0	0.2238	0.0069	-0.4707	0.0937	-0.5644	
MZ22529010	MZ22502098	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22522102	MZ22531026	0	0.4000	0.5000	0.4286	0.4286	0.0000	
MZ22515268	MZ22507054	0	0.9175	0.2655	0.2493	0.5821	-0.3328	
MZ22527982	MZ22519914	0	0.0971	0.9412	0.7433	0.8523	-0.1090	
MZ22502726	MZ22511962	0	0.2282	0.1421	-0.0802	0.2122	-0.2924	
MZ22520430	MZ22502404	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500785	MZ22527034	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22529345	MZ22527571	0	1.0000	-0.3333	0.2000	0.2000	-0.0000	
MZ22507228	MZ22508315	0	0.9375	0.3108	0.4390	0.7286	-0.2896	
MZ22530112	MZ22525123	0	-1.0000	0.8667	0.6471	0.6471	-0.0000	
MZ22508622	MZ22518455	0	0.6475	0.8823	0.5611	0.7954	-0.2343	
MZ22508184	MZ22528549	0	1.0000	-0.2000	0.7391	0.7391	0.0000	
MZ22516392	MZ22527458	0	0.6667	0.5000	0.5714	0.5714	-0.0000	
MZ22523977	MZ22511701	0	0.5556	0.9327	0.7774	0.8021	-0.0248	
MZ22521691	MZ22503852	0	0.6123	0.2174	0.0757	0.3754	-0.2997	
MZ22513174	MZ22521853	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22500164	MZ22504738	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22512819	MZ22500333	0	0.9531	0.0695	0.2001	0.4987	-0.2985	
MZ22525667	MZ22530348	0	1.0000	-0.0655	0.3957	0.6448	-0.2492	
MZ22523924	MZ22526286	0	0.4936	1.0000	0.4739	0.6905	-0.2166	
MZ22503690	MZ22504801	0	0.5811	0.2837	0.0383	0.4364	-0.3981	
MZ22512640	MZ22509264	0	0.2048	1.0000	0.5035	0.7580	-0.2545	
MZ22530942	MZ22531212	0	0.0000	0.0000	0.0000	0.0000	0.0000	
MZ22522552	MZ22511160	0	0.8258	0.8227	0.6572	0.8242	-0.1670	
MZ22514253	MZ22509676	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22508069	MZ22530999	0	0.7222	0.0000	0.6500	0.6500	0.0000	
MZ22525339	MZ22507399	0	-0.0407	0.5027	-0.0143	0.2470	-0.2612	
MZ22507940	MZ22509909	0	0.8842	0.1780	0.1340	0.4896	-0.3556	
MZ22507883	MZ22523640	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22504585	MZ22527793	0	0.8823	0.6667	0.8500	0.8500	0.0000	
MZ22503095	MZ22503743	0	0.9884	0.8691	0.8902	0.9287	-0.0385	
MZ22513791	MZ22501460	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22521728	MZ22523299	0	0.1234	0.3333	-0.0285	0.2284	-0.2569	
MZ22525817	MZ22501708	0	0.4052	0.9444	0.6908	0.8674	-0.1766	
MZ22501166	MZ22507509	0	0.9154	0.9984	0.9455	0.9533	-0.0079	
MZ22522978	MZ22522592	0	0.6305	0.5000	0.4764	0.5870	-0.1106	
MZ22507837	MZ22509310	0	0.9029	0.9879	0.8865	0.9504	-0.0638	
MZ22522856	MZ22502606	0	-0.6667	1.0000	0.8276	0.8276	0.0000	
MZ22528984	MZ22525341	0	0.1313	0.8823	0.6909	0.8033	-0.1123	
MZ22526487	MZ22501503	0	0.7835	0.2390	0.0131	0.3697	-0.3566	
MZ22529387	MZ22529947	0	-0.5000	0.2728	-0.5196	-0.1136	-0.4060	
MZ22524771	MZ22511088	0	0.9806	0.8648	0.8467	0.9264	-0.0796	
MZ22529085	MZ22504826	0	0.0000	0.8432	0.7423	0.7589	-0.0166	
MZ22523692	MZ22528306	0	-0.3107	0.0000	-0.3222	-0.2417	-0.0805	
MZ22503489	MZ22504431	0	0.3775	0.6680	0.1904	0.5228	-0.3324	
MZ22509000	MZ22527198	0	0.6451	0.2101	0.5046	0.5581	-0.0534	
MZ22527428	MZ22506261	0	0.9167	0.9988	0.9103	0.9676	-0.0574	
MZ22511373	MZ22506408	0	0.9412	0.7778	0.8571	0.8571	-0.0000	
MZ22501360	MZ22506484	0	0.1278	1.0000	0.2676	0.5521	-0.2845	
MZ22505655	MZ22503420	0	0.0972	0.3448	-0.1010	0.2386	-0.3396	
MZ22531009	MZ22501028	0	0.0000	0.2601	0.1658	0.2364	-0.0707	
MZ22516301	MZ22520368	0	0.2219	0.8000	0.4638	0.6161	-0.1522	
MZ22510586	MZ22523719	0	0.5389	0.1667	0.4472	0.4496	-0.0024	
MZ22505877	MZ22528959	0	0.7265	0.0000	0.6127	0.6297	-0.0170	
MZ22512981	MZ22514944	0	0.8750	0.1939	0.4217	0.6677	-0.2460	
MZ22531187	MZ22528329	0	-0.5000	0.1113	-0.5613	-0.1943	-0.3669	
MZ22507447	MZ22530098	0	0.4696	0.0000	0.2733	0.3756	-0.1024	
MZ22530529	MZ22510540	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22523583	MZ22522460	0	0.6531	0.2140	0.3256	0.4649	-0.1393	
MZ22506726	MZ22530172	0	0.8947	0.0000	0.8095	0.8095	-0.0000	
MZ22506656	MZ22504893	0	0.0947	1.0000	0.3528	0.5725	-0.2197	
MZ22500855	MZ22505520	0	1.0000	0.7150	0.7025	0.8791	-0.1766	
MZ22502307	MZ22517653	0	0.8492	1.0000	0.8484	0.9246	-0.0762	
MZ22527294	MZ22522960	0	0.9064	0.5860	0.6864	0.7462	-0.0598	
MZ22506722	MZ22515953	0	0.5000	0.3886	0.3673	0.4273	-0.0601	
MZ22529847	MZ22512592	0	0.0000	0.8713	0.7652	0.7796	-0.0144	
MZ22515839	MZ22509249	0	0.8670	0.0646	0.1149	0.4544	-0.3394	
MZ22531235	MZ22526446	0	-0.5000	0.9802	0.7070	0.7111	-0.0041	
MZ22509632	MZ22524274	0	0.9098	0.3522	0.6072	0.7537	-0.1465	
MZ22518236	MZ22512937	0	1.0000	0.5556	0.8519	0.8519	-0.0000	
MZ22520894	MZ22528435	0	1.0000	-0.0584	0.7332	0.8488	-0.1156	
MZ22526634	MZ22515419	0	0.9700	0.2183	0.3069	0.4967	-0.1898	
MZ22518170	MZ22510812	0	0.7418	0.7517	0.5738	0.7472	-0.1734	
MZ22517464	MZ22528219	0	0.8947	0.0736	0.7194	0.8165	-0.0971	
MZ22521383	MZ22516363	0	0.9677	0.9167	0.9281	0.9441	-0.0161	
MZ22529084	MZ22507270	0	0.1090	0.9513	0.7569	0.8670	-0.1102	
MZ22520972	MZ22511662	0	0.9626	0.4064	0.4593	0.7401	-0.2808	
MZ22526269	MZ22512152	0	0.0000	0.4688	0.2406	0.3646	-0.1240	
MZ22527557	MZ22518204	0	0.0556	1.0000	0.4980	0.7245	-0.2265	
MZ22527243	MZ22512130	0	0.0115	0.0943	-0.2185	0.0805	-0.2990	
MZ22511618	MZ22502350	0	0.9619	0.0732	0.2267	0.5175	-0.2909	
MZ22529647	MZ22525667	0	-1.0000	1.0000	0.3333	0.3333	0.0000	
MZ22507566	MZ22507480	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22516326	MZ22528678	0	-0.1126	0.0000	-0.1536	-0.1019	-0.0517	
MZ22524691	MZ22503984	0	0.9439	0.9500	0.9080	0.9478	-0.0398	
MZ22527816	MZ22504837	0	0.0000	1.0000	0.8571	0.8571	0.0000	
MZ22520824	MZ22507134	0	0.1947	0.5447	0.1477	0.4697	-0.3220	
MZ22517325	MZ22521540	0	1.0000	0.2222	0.7407	0.7407	0.0000	
MZ22519577	MZ22526677	0	0.0249	-0.7207	-0.1435	-0.0994	-0.0441	
MZ22501735	MZ22512183	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22506241	MZ22502523	0	0.9474	0.9500	0.9487	0.9487	-0.0000	
MZ22521759	MZ22527820	0	-0.1341	0.6667	0.1325	0.2091	-0.0766	
MZ22526624	MZ22520521	0	0.2743	0.8889	0.5378	0.7352	-0.1974	
MZ22521876	MZ22503287	0	0.9286	0.4101	0.3696	0.6301	-0.2604	
MZ22513061	MZ22501155	0	0.9603	0.3362	0.3259	0.6483	-0.3224	
MZ22526925	MZ22502376	0	0.4213	1.0000	0.5940	0.8553	-0.2613	
MZ22526830	MZ22515626	0	0.8000	0.2039	0.2316	0.4168	-0.1852	
MZ22513348	MZ22502368	0	0.0457	1.0000	0.5860	0.7328	-0.1468	
MZ22515588	MZ22502185	0	0.5380	0.3719	0.1741	0.4494	-0.2753	
MZ22505493	MZ22512138	0	0.0717	0.5263	0.1884	0.3185	-0.1301	
MZ22524173	MZ22510990	0	0.0464	0.5125	0.1160	0.4065	-0.2905	
MZ22502329	MZ22521438	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22521259	MZ22512875	0	0.8196	-0.3039	0.3925	0.5387	-0.1463	
MZ22500610	MZ22516338	0	0.4320	1.0000	0.4345	0.7160	-0.2815	
MZ22516163	MZ22512168	0	0.6429	0.9412	0.8065	0.8065	-0.0000	
MZ22529572	MZ22531219	0	0.0000	1.0000	0.5000	0.5000	0.0000	
MZ22515755	MZ22506226	0	0.4154	0.9401	0.5554	0.6875	-0.1321	
MZ22519169	MZ22528677	0	0.9140	0.9407	0.8091	0.9170	-0.1079	
MZ22512079	MZ22518974	0	0.8000	0.0180	0.3947	0.5280	-0.1333	
MZ22522784	MZ22502044	0	0.8012	0.9124	0.7672	0.8568	-0.0896	
MZ22508305	MZ22518783	0	1.0000	0.9663	0.9651	0.9850	-0.0200	
MZ22505277	MZ22512653	0	1.0000	0.8950	0.8908	0.9537	-0.0629	
MZ22529772	MZ22517190	0	0.6667	0.8403	0.7793	0.8097	-0.0303	
MZ22504299	MZ22529553	0	0.0000	1.0000	0.3333	0.3333	0.0000	
MZ22520116	MZ22527077	0	1.0000	0.9298	0.9229	0.9784	-0.0555	
MZ22514295	MZ22529781	0	1.0000	-0.5000	0.8500	0.8500	0.0000	
MZ22507187	MZ22510682	0	0.8823	0.3543	0.4009	0.6037	-0.2028	
MZ22528957	MZ22506857	0	0.1223	0.1646	-0.1369	0.1581	-0.2950	
MZ22506120	MZ22510249	0	0.9709	1.0000	0.9698	0.9864	-0.0166	
MZ22527680	MZ22517448	0	0.2222	1.0000	0.7200	0.7200	0.0000	
MZ22512993	MZ22509257	0	0.8823	0.2903	0.2842	0.5863	-0.3021	
MZ22528519	MZ22522305	0	0.0000	0.9444	0.8500	0.8500	0.0000	
MZ22520461	MZ22501308	0	0.0788	0.1532	-0.0209	0.1419	-0.1628	
MZ22507817	MZ22514941	0	1.0000	0.3838	0.7391	0.9120	-0.1729	
MZ22522115	MZ22524943	0	0.9507	1.0000	0.9501	0.9606	-0.0105	
MZ22504430	MZ22522091	0	0.1251	0.6364	0.0532	0.3190	-0.2658	
MZ22516596	MZ22529181	0	0.4482	0.1827	-0.1395	0.3420	-0.4816	
MZ22507127	MZ22519519	0	0.8541	1.0000	0.9213	0.9291	-0.0079	
MZ22529296	MZ22510671	0	0.0000	0.7258	0.5677	0.6141	-0.0464	
MZ22529749	MZ22510306	0	0.1727	0.4010	-0.2938	0.3097	-0.6035	
MZ22526177	MZ22517400	0	0.6667	-0.2000	0.1250	0.1250	-0.0000	
MZ22518156	MZ22512854	0	0.9557	1.0000	0.9542	0.9785	-0.0243	
MZ22518554	MZ22526846	0	1.0000	0.8750	0.9600	0.9600	0.0000	
MZ22510834	MZ22524250	0	0.8235	0.2299	0.5713	0.7345	-0.1631	
MZ22501375	MZ22523267	0	0.8823	1.0000	0.9412	0.9412	0.0000	
MZ22524898	MZ22523015	0	0.9510	1.0000	0.9502	0.9619	-0.0117	
MZ22517030	MZ22522522	0	0.9713	0.7500	0.8671	0.8797	-0.0126	
MZ22529405	MZ22529937	0	0.0000	1.0000	0.5000	0.5000	0.0000	
MZ22500804	MZ22516319	0	0.2046	1.0000	0.3506	0.5814	-0.2308	
MZ22529800	MZ22501939	0	0.4239	0.6169	0.4322	0.5966	-0.1644	
MZ22514750	MZ22501433	0	0.9834	0.5343	0.5430	0.7308	-0.1877	
MZ22522227	MZ22511180	0	-0.1429	0.0149	-0.2569	-0.0331	-0.2239	
MZ22529651	MZ22511293	0	0.0000	1.0000	0.9000	0.9000	0.0000	
MZ22502471	MZ22526249	0	0.6683	0.3346	0.3975	0.5748	-0.1773	
MZ22516443	MZ22500553	0	0.9091	0.7523	0.6718	0.8244	-0.1526	
MZ22506994	MZ22521084	0	0.8637	-0.1885	0.6112	0.7134	-0.1021	
MZ22519881	MZ22527756	0	0.8333	0.6452	0.6438	0.7924	-0.1486	
MZ22517971	MZ22525334	0	0.9412	0.0079	0.6659	0.8012	-0.1353	
MZ22505727	MZ22527905	0	0.6634	0.6969	0.5231	0.6675	-0.1445	
MZ22514092	MZ22525753	0	0.9807	0.6715	0.7833	0.8112	-0.0279	
MZ22510833	MZ22511548	0	1.0000	0.3839	0.8282	0.8880	-0.0598	
MZ22527872	MZ22516325	0	0.4631	0.8183	0.4231	0.7196	-0.2966	
MZ22524112	MZ22503695	0	0.6783	0.9412	0.7242	0.8273	-0.1031	
MZ22509542	MZ22504243	0	1.0000	0.9474	0.9730	0.9730	-0.0000	
MZ22513073	MZ22514857	0	0.1832	0.8903	0.6177	0.7842	-0.1665	
MZ22524020	MZ22506372	0	0.5384	1.0000	0.6208	0.8461	-0.2254	
MZ22507914	MZ22505626	0	0.6742	1.0000	0.6630	0.8420	-0.1790	
MZ22530692	MZ22504055	0	-1.0000	0.1127	-0.2038	-0.0585	-0.1453	
MZ22519709	MZ22513038	0	1.0000	0.7500	0.8857	0.8857	0.0000	
MZ22504304	MZ22522009	0	1.0000	0.8125	0.9118	0.9118	0.0000	
MZ22526773	MZ22531032	0	0.5665	1.0000	0.4935	0.7399	-0.2464	
MZ22504786	MZ22506228	0	0.9165	1.0000	0.9500	0.9570	-0.0071	
MZ22500369	MZ22531198	0	1.0000	-0.5000	0.8636	0.8636	0.0000	
MZ22500204	MZ22521808	0	0.1271	1.0000	0.2575	0.5406	-0.2831	
MZ22506050	MZ22518217	0	1.0000	0.7647	0.8857	0.8857	-0.0000	
MZ22524316	MZ22510891	0	0.4032	1.0000	0.6605	0.6874	-0.0269	
MZ22507914	MZ22531175	0	0.6742	0.0000	0.5606	0.5993	-0.0386	
MZ22516081	MZ22500396	0	1.0000	0.8764	0.8874	0.9382	-0.0508	
MZ22505854	MZ22520414	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530654	MZ22529292	0	-1.0000	0.0000	-0.4000	-0.4000	0.0000	
MZ22506373	MZ22515039	0	0.9012	1.0000	0.9463	0.9466	-0.0003	
MZ22508240	MZ22525949	0	1.0000	0.8086	0.8602	0.8992	-0.0390	
MZ22529989	MZ22516797	0	-0.5000	1.0000	0.8421	0.8421	0.0000	
MZ22514600	MZ22500308	0	0.9102	1.0000	0.9065	0.9615	-0.0550	
MZ22524264	MZ22504089	0	1.0000	0.0436	0.1992	0.4605	-0.2613	
MZ22531095	MZ22521240	0	0.0000	0.9366	0.8309	0.8380	-0.0071	
MZ22503042	MZ22505844	0	1.0000	0.1216	0.3824	0.5608	-0.1784	
MZ22510787	MZ22521853	0	0.7711	1.0000	0.8589	0.8855	-0.0266	
MZ22516802	MZ22528091	0	1.0000	-1.0000	0.8000	0.8000	0.0000	
MZ22504426	MZ22518443	0	1.0000	0.1942	0.6414	0.8388	-0.1974	
MZ22523525	MZ22508304	0	0.9547	0.2214	0.3003	0.4897	-0.1894	
MZ22501609	MZ22500308	0	0.3397	1.0000	0.4058	0.6699	-0.2641	
MZ22501729	MZ22500555	0	-0.0352	0.5901	-0.0978	0.3043	-0.4021	
MZ22528605	MZ22515062	0	0.0293	1.0000	0.8054	0.9029	-0.0975	
MZ22521306	MZ22503710	0	0.4000	0.5219	0.3788	0.4942	-0.1154	
MZ22525507	MZ22509473	0	1.0000	0.9628	0.9615	0.9820	-0.0204	
MZ22521867	MZ22515862	0	1.0000	0.9776	0.9769	0.9891	-0.0122	
MZ22530257	MZ22512320	0	0.0000	0.8619	0.7659	0.7798	-0.0139	
MZ22529598	MZ22504845	0	0.7138	0.6290	0.4590	0.6375	-0.1785	
MZ22502436	MZ22528194	0	0.6488	0.3920	0.4324	0.6021	-0.1697	
MZ22526368	MZ22515151	0	-0.7900	1.0000	0.6572	0.6887	-0.0315	
MZ22500170	MZ22511530	0	0.9450	0.9444	0.9173	0.9447	-0.0274	
MZ22514844	MZ22522045	0	0.5327	0.9272	0.5894	0.8414	-0.2520	
MZ22530096	MZ22510379	0	0.0000	0.9286	0.8125	0.8125	0.0000	
MZ22503271	MZ22518612	0	0.3036	0.6746	0.0523	0.3593	-0.3070	
MZ22526391	MZ22502991	0	0.6667	0.9099	0.8654	0.8751	-0.0097	
MZ22502065	MZ22515184	0	0.7647	1.0000	0.8857	0.8857	-0.0000	
MZ22518654	MZ22508219	0	1.0000	0.9184	0.9545	0.9592	-0.0047	
MZ22508899	MZ22514648	0	1.0000	0.7763	0.7990	0.8882	-0.0892	
MZ22530216	MZ22525132	0	0.3333	0.3437	0.3134	0.3398	-0.0264	
MZ22516619	MZ22525481	0	1.0000	0.6000	0.9130	0.9130	0.0000	
MZ22500374	MZ22517196	0	0.4467	0.9193	0.3732	0.6628	-0.2895	
MZ22519051	MZ22525927	0	0.5524	0.9163	0.5697	0.7526	-0.1829	
MZ22502943	MZ22510492	0	0.3419	0.8823	0.4239	0.5890	-0.1651	
MZ22520671	MZ22527060	0	0.8233	0.7764	0.6886	0.7999	-0.1113	
MZ22524310	MZ22509676	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22504099	MZ22526162	0	1.0000	0.7500	0.9231	0.9231	0.0000	
MZ22518110	MZ22522886	0	1.0000	0.9666	0.9661	0.9853	-0.0192	
MZ22531089	MZ22514366	0	0.0000	0.3599	0.1946	0.2944	-0.0999	
MZ22527441	MZ22511855	0	-0.6667	1.0000	0.7619	0.7619	0.0000	
MZ22519840	MZ22524963	0	0.0000	1.0000	0.7273	0.7273	0.0000	
MZ22526228	MZ22509342	0	-0.0890	0.9412	0.6666	0.7866	-0.1201	
MZ22507227	MZ22514815	0	0.9638	0.8117	0.7673	0.8947	-0.1274	
MZ22508618	MZ22530135	0	0.9830	1.0000	0.9829	0.9848	-0.0019	
MZ22528862	MZ22527798	0	1.0000	-0.6667	0.0000	-0.0000	0.0000	
MZ22516850	MZ22512152	0	0.7630	0.4688	0.2533	0.6104	-0.3571	
MZ22505515	MZ22524563	0	1.0000	0.9328	0.9354	0.9735	-0.0382	
MZ22517655	MZ22524829	0	0.5644	0.6667	0.5168	0.5784	-0.0616	
MZ22510885	MZ22530997	0	0.4581	0.0000	0.3549	0.4123	-0.0574	
MZ22505834	MZ22530246	0	1.0000	0.5152	0.8109	0.9515	-0.1407	
MZ22510794	MZ22528382	0	0.9480	0.7429	0.7599	0.9264	-0.1664	
MZ22528522	MZ22530143	0	-0.1137	0.0000	-0.3523	-0.0568	-0.2954	
MZ22521031	MZ22509731	0	-0.1328	1.0000	0.7269	0.8382	-0.1113	
MZ22523852	MZ22501627	0	0.5454	0.1671	0.0405	0.3058	-0.2653	
MZ22503652	MZ22501323	0	0.9412	0.4171	0.6879	0.8414	-0.1534	
MZ22506569	MZ22524422	0	1.0000	0.9171	0.9048	0.9784	-0.0736	
MZ22520348	MZ22509681	0	0.9534	0.7712	0.7788	0.8597	-0.0809	
MZ22502529	MZ22527880	0	1.0000	0.0212	0.5276	0.7365	-0.2089	
MZ22501350	MZ22529407	0	0.1777	0.0000	0.0862	0.1599	-0.0737	
MZ22502043	MZ22521923	0	0.8479	0.9917	0.8921	0.9178	-0.0256	
MZ22501644	MZ22520186	0	1.0000	0.9077	0.8999	0.9703	-0.0704	
MZ22510136	MZ22513867	0	0.4762	0.7380	0.3038	0.5873	-0.2835	
MZ22527463	MZ22511096	0	0.0000	0.9191	0.7881	0.7992	-0.0111	
MZ22529500	MZ22526750	0	0.0000	0.7273	0.5000	0.5000	0.0000	
MZ22511353	MZ22504919	0	0.1765	1.0000	0.5374	0.6706	-0.1332	
MZ22505388	MZ22518292	0	1.0000	0.5855	0.5799	0.7818	-0.2019	
MZ22500004	MZ22526321	0	0.6321	0.4706	0.2734	0.5729	-0.2995	
MZ22513719	MZ22504907	0	1.0000	0.1059	0.3825	0.5530	-0.1705	
MZ22525265	MZ22510775	0	0.0140	0.5531	0.2216	0.4287	-0.2070	
MZ22500854	MZ22513709	0	0.4840	0.6250	0.3654	0.5258	-0.1604	
MZ22529941	MZ22506611	0	-0.5000	1.0000	0.8421	0.8421	0.0000	
MZ22530928	MZ22529852	0	1.0000	0.0000	0.5000	0.5000	0.0000	
MZ22525510	MZ22512631	0	0.8893	1.0000	0.9248	0.9512	-0.0263	
MZ22501039	MZ22504984	0	0.2390	1.0000	0.3262	0.6195	-0.2933	
MZ22522816	MZ22517029	0	-1.0000	0.6974	0.3410	0.3792	-0.0382	
MZ22531084	MZ22524074	0	-0.5000	0.5714	0.4375	0.4375	-0.0000	
MZ22530787	MZ22530671	0	0.4338	1.0000	0.2944	0.7169	-0.4225	
MZ22511585	MZ22526293	0	0.9527	0.6272	0.8233	0.8713	-0.0480	
MZ22524652	MZ22513388	0	0.3672	0.9292	0.7257	0.7653	-0.0395	
MZ22518113	MZ22516269	0	0.9286	1.0000	0.9697	0.9697	0.0000	
MZ22530394	MZ22531113	0	0.6667	0.0000	0.4000	0.4000	-0.0000	
MZ22514929	MZ22501730	0	0.9444	0.1112	0.2371	0.5166	-0.2794	
MZ22529186	MZ22524836	0	-0.5000	0.8662	0.6647	0.6840	-0.0193	
MZ22529497	MZ22522580	0	0.0000	0.2500	0.1667	0.1667	0.0000	
MZ22521951	MZ22500318	0	0.7506	0.4643	0.2410	0.5141	-0.2730	
MZ22521824	MZ22501975	0	0.9168	0.9936	0.9067	0.9616	-0.0548	
MZ22523477	MZ22525361	0	0.5000	0.0000	0.3333	0.3333	0.0000	
MZ22521152	MZ22503475	0	0.0000	0.9025	0.7732	0.7735	-0.0003	
MZ22526708	MZ22528442	0	0.4000	1.0000	0.5714	0.5714	0.0000	
MZ22500266	MZ22506696	0	0.9546	0.5685	0.5396	0.7863	-0.2467	
MZ22506387	MZ22524730	0	0.5167	1.0000	0.6089	0.6667	-0.0578	
MZ22528919	MZ22524818	0	0.0000	0.7059	0.6316	0.6316	0.0000	
MZ22527077	MZ22515185	0	0.9298	0.2029	0.1611	0.4265	-0.2654	
MZ22528913	MZ22517941	0	-0.3960	0.6806	0.4975	0.5729	-0.0754	
MZ22505701	MZ22519185	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22501750	MZ22524739	0	1.0000	-0.2368	0.4956	0.5583	-0.0627	
MZ22506813	MZ22513033	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22507366	MZ22516241	0	1.0000	0.5365	0.5978	0.7992	-0.2014	
MZ22523158	MZ22516317	0	1.0000	-0.2000	0.2500	0.2500	0.0000	
MZ22518332	MZ22514555	0	0.9545	1.0000	0.9530	0.9779	-0.0249	
MZ22522086	MZ22508640	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22502021	MZ22507064	0	0.8733	1.0000	0.9013	0.9222	-0.0210	
MZ22502053	MZ22523617	0	0.8290	-0.5000	0.6780	0.6961	-0.0181	
MZ22515731	MZ22512071	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22507351	MZ22508957	0	0.9286	1.0000	0.9688	0.9687	0.0000	
MZ22503885	MZ22530085	0	1.0000	0.9163	0.8734	0.9927	-0.1193	
MZ22528113	MZ22530276	0	0.1000	-0.2674	-0.5691	-0.1204	-0.4487	
MZ22530602	MZ22502421	0	0.5764	1.0000	0.8209	0.9597	-0.1387	
MZ22510005	MZ22500062	0	1.0000	0.0875	0.3034	0.5789	-0.2754	
MZ22502935	MZ22509089	0	0.6584	0.9207	0.7477	0.7973	-0.0495	
MZ22530913	MZ22514055	0	0.0000	0.8889	0.8000	0.8000	-0.0000	
MZ22518463	MZ22525282	0	0.6444	0.8651	0.5420	0.7506	-0.2087	
MZ22521548	MZ22524438	0	-0.3595	0.9632	0.6251	0.6987	-0.0736	
MZ22500169	MZ22501958	0	0.2481	1.0000	0.3312	0.6043	-0.2731	
MZ22504805	MZ22521981	0	0.7379	0.8667	0.7038	0.7947	-0.0909	
MZ22527350	MZ22502113	0	-0.3333	1.0000	0.8095	0.8095	-0.0000	
MZ22500926	MZ22510543	0	1.0000	0.8333	0.9333	0.9333	0.0000	
MZ22513367	MZ22506297	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22522164	MZ22505923	0	0.9444	1.0000	0.9722	0.9722	0.0000	
MZ22510933	MZ22521107	0	0.6606	1.0000	0.6535	0.8351	-0.1816	
MZ22500367	MZ22529276	0	0.0897	0.1973	-0.1080	0.1005	-0.2084	
MZ22508899	MZ22531092	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22519222	MZ22511648	0	1.0000	0.6530	0.7010	0.8212	-0.1203	
MZ22502427	MZ22530460	0	0.9990	-0.5000	0.8561	0.8562	-0.0001	
MZ22523614	MZ22501638	0	0.6777	0.9161	0.6964	0.7877	-0.0913	
MZ22500997	MZ22504827	0	0.8738	1.0000	0.9087	0.9369	-0.0282	
MZ22530859	MZ22522516	0	0.6667	0.7549	0.7212	0.7393	-0.0181	
MZ22528225	MZ22507537	0	-0.5000	0.7778	0.6500	0.6500	-0.0000	
MZ22531124	MZ22526201	0	0.0000	0.2138	0.0368	0.1749	-0.1381	
MZ22531174	MZ22530513	0	0.1730	-0.5000	-0.5483	-0.1635	-0.3848	
MZ22513984	MZ22505897	0	1.0000	0.9333	0.9714	0.9714	0.0000	
MZ22501008	MZ22505981	0	1.0000	1.0000	1.0000	1.0000	0.0000	
MZ22530974	MZ22510958	0	0.0000	0.9010	0.5566	0.6006	-0.0440	
